Book-Title,Author-Name,Description,Level,Image-URL,ISBN,Ratings,Genres
" Hacking: A Beginners’ Guide to Computer Hacking, Basic Security, And Penetration Testing",John Slavio,"This book on hacking is handy for beginners. It can help you take the first step in your ethical hacking career.The topics covered in this book are the history of hacking, types of hackers, various types of hacking attacks, essential hacking tools and software, and hiding IP addresses. It also speaks about mobile hacking, hacking an email address, penetration testing, and spoofing attacks. ",beginners,"https://m.media-amazon.com/images/I/51dFjop3M4L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",1520467559,3.8,Cyber Security
 Penetration Testing: A Hands-On Introduction to Hacking ,Georgia Weidman,"This cyber security book throws an insight into penetration testing. Penetration testers discover security weaknesses in operating systems, networks, and applications. This book focuses on the core skills and techniques a penetration tester requires. Here, you'll be acquainted with the prime stages of an actual assessment, which includes gathering information, unraveling vulnerabilities, gaining access to networks, and so on.",beginners,"https://m.media-amazon.com/images/I/51zQBqAk83L._SX376_BO1,204,203,200_.jpg",1593275641,4.6,Cyber Security
This Is How They Tell Me the World Ends: The Cyberweapons Arms Race ,Nicole Perlroth ,"""Written in the hot, propulsive prose of a spy thriller"" (The New York Times), the untold story of the cyberweapons market?the most secretive, government-backed market on earth?and a terrifying first look at a new kind of global warfare.",beginners,https://m.media-amazon.com/images/I/516uPjgCcbL._SL500_.jpg,1635576059,3,Cyber Security
Cyber Security in Organizations,E. Fritzvold,"The purpose of this book is to compare cyber security solutions and capabilities.
The main objective is to find industry similarities, key issues and challenges related to cyber security, and find areas of improvement.
Three organizations from different Norwegian industries have been interviewed
– Railway
– Health Care,
– Energy Sector/Power Distribution",advanced,https://images-na.ssl-images-amazon.com/images/I/51Xy3zCySzL.jpg,154918974,5,Cyber Security
Raspberry Pi for Dummies, Sean McManus,"With the invention of the unique credit-card sized single-board computer, the Raspberry Pi, comes a new wave of hardware geeks, hackers, and hobbyists who are excited about the possibilities of the Raspberry Pi, and this is the perfect guide to get you started in this exhilarating new arena. With this fun and friendly book, you'll quickly discover why the supply for the Pi cannot keep up with the demand! Veteran tech authors Sean McManus and Mike Cook show you how to download and install the operating system, use the installed applications, and much more.",beginners,"https://m.media-amazon.com/images/I/51xmfgXIaYL._SX399_BO1,204,203,200_.jpg",9.78E+12,2,Cyber Security
Security Engineering: A Guide to Building Dependable Distributed Systems 2nd Edition, Ross J. Anderson ,"The world has changed radically since the first edition of this book was published in 2001. Spammers, virus writers, phishermen, money launderers, and spies now trade busily with each other in a lively online criminal economy and as they specialize, they get better. In this indispensable, fully updated guide, Ross Anderson reveals how to build systems that stay dependable whether faced with error or malice. Here's straight talk on critical topics such as technical engineering basics, types of attack, specialized protection mechanisms, security psychology, policy, and more.",beginners,"https://m.media-amazon.com/images/I/51hHW+qwUUL._SX384_BO1,204,203,200_.jpg",470068523,3.3,Cyber Security
CCNA Cyber Ops (SECFND #210-250 and SECOPS #210-255) Official Cert Guide Library 1st Edition," Omar Santos, Joseph Muniz, Stefano De Crescenzo ","Modern organizations rely on Security Operations Center (SOC) teams to vigilantly watch security systems, rapidly detect breaches, and respond quickly and effectively. To succeed in these crucial tasks, SOCs desperately need more qualified cybersecurity professionals. Cisco's new CCNA Cyber Ops certification prepares candidates to begin a career working with associate-level cybersecurity analysts within SOCs. To earn this valuable certification, candidates must pass two exams.",beginners,"https://m.media-amazon.com/images/I/51kfeRDxspL._SX398_BO1,204,203,200_.jpg",1587145006,1.3,Cyber Security
Computer Hacking Beginners Guide, Alan T. Norman,"This book is perfect for beginners learning how to make their first-ever hack. It contains all the different techniques and tools used by both criminal and ethical hackers. You will learn all about how information security can be compromised and how you can identify attacks in any system. You will also learn about spoofing techniques, WiFi hacking, email hacking, along with lots of tips for ethical hacking. ",beginners,"https://m.media-amazon.com/images/I/51SQzBbIfxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",1980390975,2.5,Cyber Security
Hackers & Painters: Big Ideas From The Computer Age, Paul Graham,"Using thoughtful prose and historical examples, Graham takes his readers on an exploration called ""an intellectual Wild West"" where he explains the technological world and the motivations of the people in it. You will get to learn about hackers, what motivates them to hack, and why you should care. There are so many other ideas discussed in this book including the importance of beauty in software design, making wealth, free speech, the open-source movement, internet startups, the programming language renaissance, digital design, and lots more.",beginners,"https://m.media-amazon.com/images/I/51Rxed9CgdL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",1449389554,0,Cyber Security
Advanced Penetration Testing: Hacking the World’s Most Secure Networks,Wil Allsopp,"This book is written by a top security expert, Wil Allsopp, who has performed hacking and penetration testing for Fortune 100 companies worldwide. It contains a number of advanced hacking techniques for high-security environments. The book also includes provides a complex and highly realistic attack simulation using Kali Linux and Metasploit examples. You will also learn how to infiltrate deep into operating systems and networks using harvested credentials.",beginners,"https://m.media-amazon.com/images/I/51nT7xHFPpL._SX397_BO1,204,203,200_.jpg",9.78E+12,1,Cyber Security
BackTrack 5 Wireless Penetration Testing Beginner’s Guide,Vivek Ramachandran,"This book is written for beginners to easily grasp the concepts and understand the techniques of wireless attacks. Every attack is described using rich illustrations and steps in the form of a lab exercise. This book assumes familiarity with Backtrack and basic wireless concepts. So if you are an IT professional or a security consultant with some knowledge of Backtrack, then this book is for you. ",beginners,"https://m.media-amazon.com/images/I/51z6XohhHdL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",1849515581,2.9,Cyber Security
Cyber Wars: Hacks that Shocked the Business World, Charles Arthur,"This easy-to-read yet non-technical book is all about some of the dangerous cyberattacks in recent years. The book is an ideal resource for learners who want to know the concepts of information security and looking for examples on how to communicate security practices to non-technical management and end-users. Author Charles Arthur has used his storytelling skills to narrate a gripping account of some of the biggest and most frightening cybercrimes that a person with non-technical knowledge could understand. The books also tell about techniques used, the consequences, and preventive measures. ",intermediate,"https://m.media-amazon.com/images/I/51VtxGLbQnL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",749482001,4,Cyber Security
 Metasploit: The Penetration Tester’s Guide," David Kennedy, Jim O'Gorman, Devon Kearns, Mati Aharoni ","The book, quite famous amongst beginners, is written assuming that the learners have zero experience in penetration testing and commences with a brief history of Metasploit and how to install it as the tool [Metasploit] is hard to grasp for first-time users. This book makes the process of discovering, exploiting, and sharing vulnerabilities easy. You will also build your foundation in penetration testing. And once that is done, advanced penetration techniques, such as network reconnaissance and enumeration, client-side attacks, wireless attacks, and targeted social-engineering attacks, can be learned through this book. The book is an ideal source of knowledge for learners with good technical skills in Ruby and Linux.",intermediate,"https://m.media-amazon.com/images/I/51X+fMi346L._SX376_BO1,204,203,200_.jpg",159327288X,5,Cyber Security
